item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM00104,TXN00033,PROD0096,3,4671.78,5,13314.57
ITEM00105,TXN00033,PROD0497,2,902.27,5,1714.31
ITEM00106,TXN00033,PROD0020,3,2315.72,5,6599.8
ITEM00107,TXN00034,PROD0433,2,4117.85,5,7823.91
ITEM00108,TXN00034,PROD0336,3,222.18,0,666.54
ITEM00109,TXN00034,PROD0332,2,1159.53,0,2319.06
ITEM00110,TXN00035,PROD0416,3,4397.68,15,11214.08
ITEM00111,TXN00036,PROD0031,2,1142.65,10,2056.77
ITEM00112,TXN00036,PROD0309,2,1745.66,10,3142.19
ITEM00113,TXN00036,PROD0357,1,2342.74,10,2108.47
ITEM00114,TXN00036,PROD0251,3,667.9,10,1803.33
ITEM00115,TXN00036,PROD0108,3,3276.42,5,9337.8
ITEM00116,TXN00037,PROD0218,2,519.82,5,987.66
ITEM00117,TXN00038,PROD0017,1,3250.41,5,3087.89
ITEM00118,TXN00039,PROD0370,2,4623.34,5,8784.35
ITEM00119,TXN00040,PROD0093,3,3465.15,5,9875.68
ITEM00120,TXN00040,PROD0350,3,2489.84,10,6722.57
ITEM00121,TXN00040,PROD0029,1,4447.71,15,3780.55
ITEM00122,TXN00041,PROD0274,3,1781.27,10,4809.43
ITEM00123,TXN00041,PROD0377,3,243.87,10,658.45
ITEM00124,TXN00041,PROD0079,1,4548.37,15,3866.11
ITEM00125,TXN00041,PROD0125,3,2465.68,5,7027.19
ITEM00126,TXN00042,PROD0409,3,2509.26,10,6775.0
ITEM00127,TXN00042,PROD0296,2,283.6,15,482.12
ITEM00128,TXN00042,PROD0400,3,4611.1,10,12449.97
ITEM00129,TXN00042,PROD0071,1,2608.26,5,2477.85
ITEM00130,TXN00042,PROD0444,2,347.14,15,590.14
ITEM00131,TXN00043,PROD0368,1,1723.43,5,1637.26
ITEM00132,TXN00043,PROD0034,1,4496.29,10,4046.66
ITEM00133,TXN00043,PROD0435,1,840.71,0,840.71
ITEM00134,TXN00044,PROD0124,2,283.69,0,567.38
ITEM00135,TXN00044,PROD0022,1,4632.41,0,4632.41
ITEM00136,TXN00045,PROD0120,3,808.86,10,2183.92
ITEM00137,TXN00046,PROD0395,1,3717.85,15,3160.17
ITEM00138,TXN00046,PROD0242,2,1486.97,5,2825.24
ITEM00139,TXN00047,PROD0027,1,3145.09,10,2830.58
ITEM00140,TXN00047,PROD0269,1,4490.82,15,3817.2
ITEM00141,TXN00048,PROD0387,3,4033.59,0,12100.77
ITEM00142,TXN00048,PROD0073,2,4185.8,5,7953.02
ITEM00143,TXN00048,PROD0003,1,1081.84,0,1081.84
ITEM00144,TXN00049,PROD0164,3,3949.08,10,10662.52
ITEM00145,TXN00049,PROD0453,1,4576.12,0,4576.12
ITEM00146,TXN00049,PROD0163,1,587.87,5,558.48
ITEM00147,TXN00050,PROD0200,1,400.13,15,340.11
ITEM00148,TXN00050,PROD0396,2,4822.04,15,8197.47
ITEM00149,TXN00051,PROD0378,2,4477.55,15,7611.84
ITEM00150,TXN00051,PROD0324,3,1810.64,5,5160.32
ITEM00151,TXN00051,PROD0101,3,975.0,10,2632.5
ITEM00152,TXN00051,PROD0379,1,4013.24,0,4013.24
ITEM00153,TXN00051,PROD0143,2,604.63,15,1027.87
ITEM00154,TXN00052,PROD0275,2,4579.77,10,8243.59
ITEM00155,TXN00052,PROD0289,1,3541.49,0,3541.49
ITEM00156,TXN00053,PROD0250,1,668.89,5,635.45
ITEM00157,TXN00053,PROD0262,1,1523.96,5,1447.76
ITEM00158,TXN00054,PROD0245,3,3983.29,0,11949.87
ITEM00159,TXN00054,PROD0231,2,2755.23,10,4959.41
ITEM00160,TXN00054,PROD0003,1,1081.84,5,1027.75
ITEM00161,TXN00055,PROD0016,3,2661.87,15,6787.77
ITEM00162,TXN00055,PROD0304,2,1766.5,5,3356.35
ITEM00163,TXN00055,PROD0241,1,3724.42,10,3351.98
ITEM00164,TXN00056,PROD0019,1,987.82,15,839.65
ITEM00165,TXN00056,PROD0143,2,604.63,5,1148.8
ITEM00166,TXN00056,PROD0452,1,1238.27,10,1114.44
ITEM00167,TXN00056,PROD0190,2,2362.45,10,4252.41
ITEM00168,TXN00056,PROD0128,3,4066.97,15,10370.77
ITEM00169,TXN00057,PROD0037,2,3157.96,10,5684.33
ITEM00170,TXN00057,PROD0061,1,2477.19,15,2105.61
ITEM00171,TXN00058,PROD0090,3,949.05,10,2562.43
ITEM00172,TXN00058,PROD0315,1,1651.14,0,1651.14
ITEM00173,TXN00058,PROD0122,1,1171.15,15,995.48
ITEM00174,TXN00059,PROD0482,1,3825.33,5,3634.06
ITEM00175,TXN00059,PROD0282,3,3819.37,10,10312.3
ITEM00176,TXN00059,PROD0387,2,4033.59,15,6857.1
ITEM00177,TXN00059,PROD0488,2,3478.65,0,6957.3
ITEM00178,TXN00059,PROD0114,2,3540.64,10,6373.15
ITEM00179,TXN00060,PROD0255,3,2613.0,15,6663.15
ITEM00180,TXN00060,PROD0044,3,2078.77,10,5612.68
ITEM00181,TXN00061,PROD0180,1,3596.5,0,3596.5
ITEM00182,TXN00062,PROD0184,1,2973.38,15,2527.37
ITEM00183,TXN00062,PROD0394,2,529.55,10,953.19
ITEM00184,TXN00063,PROD0403,3,4164.96,5,11870.14
ITEM00185,TXN00063,PROD0319,2,3073.98,5,5840.56
ITEM00186,TXN00063,PROD0195,3,2870.69,0,8612.07
ITEM00187,TXN00063,PROD0278,2,704.34,5,1338.25
ITEM00188,TXN00064,PROD0126,2,3935.75,10,7084.35
ITEM00189,TXN00064,PROD0323,3,2738.83,15,6984.02
ITEM00190,TXN00064,PROD0110,1,2091.9,10,1882.71
ITEM00191,TXN00064,PROD0484,1,1943.58,10,1749.22
ITEM00192,TXN00065,PROD0093,3,3465.15,0,10395.45
ITEM00193,TXN00066,PROD0500,2,3163.13,15,5377.32
ITEM00194,TXN00066,PROD0209,3,1566.24,15,3993.91
ITEM00195,TXN00066,PROD0297,2,4234.61,10,7622.3
ITEM00196,TXN00066,PROD0463,2,1359.44,10,2446.99
ITEM00197,TXN00066,PROD0335,1,1355.73,15,1152.37
ITEM00198,TXN00067,PROD0304,3,1766.5,15,4504.57
ITEM00199,TXN00067,PROD0226,2,1440.61,0,2881.22
ITEM00200,TXN00067,PROD0414,2,4089.26,0,8178.52
ITEM00201,TXN00068,PROD0077,3,1037.53,5,2956.96
ITEM00202,TXN00068,PROD0370,1,4623.34,5,4392.17
ITEM00203,TXN00068,PROD0038,3,4017.67,5,11450.36
ITEM00204,TXN00069,PROD0320,1,1322.17,0,1322.17
ITEM00205,TXN00069,PROD0305,1,4578.87,5,4349.93
ITEM00206,TXN00069,PROD0358,3,682.52,0,2047.56
ITEM00207,TXN00070,PROD0261,2,2415.87,0,4831.74
ITEM00208,TXN00070,PROD0493,1,2459.44,0,2459.44
ITEM00209,TXN00070,PROD0085,2,4891.39,0,9782.78
ITEM00210,TXN00071,PROD0138,2,2401.23,0,4802.46
ITEM00211,TXN00071,PROD0422,2,4954.69,0,9909.38
ITEM00212,TXN00071,PROD0260,1,3428.99,15,2914.64
ITEM00213,TXN00071,PROD0128,3,4066.97,5,11590.86
ITEM00214,TXN00071,PROD0493,2,2459.44,0,4918.88
ITEM00215,TXN00072,PROD0142,2,2330.24,15,3961.41
ITEM00216,TXN00072,PROD0269,2,4490.82,0,8981.64
ITEM00217,TXN00073,PROD0129,1,2692.5,0,2692.5
ITEM00218,TXN00074,PROD0340,2,287.59,10,517.66
ITEM00219,TXN00074,PROD0244,3,2169.48,0,6508.44
ITEM00220,TXN00075,PROD0284,3,2879.86,5,8207.6
ITEM00221,TXN00075,PROD0243,1,3495.41,0,3495.41
ITEM00222,TXN00075,PROD0200,1,400.13,0,400.13
ITEM00223,TXN00075,PROD0330,1,513.55,10,462.19
ITEM00224,TXN00075,PROD0375,2,1298.07,0,2596.14
ITEM00225,TXN00076,PROD0131,2,286.43,5,544.22
ITEM00226,TXN00076,PROD0339,2,636.78,0,1273.56
ITEM00227,TXN00076,PROD0359,2,1670.28,0,3340.56
ITEM00228,TXN00076,PROD0389,3,1876.6,15,4785.33
ITEM00229,TXN00076,PROD0375,2,1298.07,5,2466.33
ITEM00230,TXN00077,PROD0350,2,2489.84,15,4232.73
ITEM00231,TXN00077,PROD0143,2,604.63,5,1148.8
ITEM00232,TXN00077,PROD0342,1,4638.67,0,4638.67
ITEM00233,TXN00077,PROD0149,1,3698.96,10,3329.06
ITEM00234,TXN00078,PROD0355,1,2684.46,0,2684.46
ITEM00235,TXN00078,PROD0026,3,4590.09,5,13081.76
ITEM00236,TXN00078,PROD0419,3,2835.59,15,7230.75
ITEM00237,TXN00079,PROD0121,3,4501.5,10,12154.05
ITEM00238,TXN00080,PROD0495,2,3236.9,10,5826.42
ITEM00239,TXN00080,PROD0222,1,2288.19,5,2173.78
ITEM00240,TXN00080,PROD0019,1,987.82,0,987.82
ITEM00241,TXN00080,PROD0450,2,3412.78,5,6484.28
ITEM00242,TXN00080,PROD0244,3,2169.48,5,6183.02
ITEM00243,TXN00081,PROD0232,3,3702.84,5,10553.09
ITEM00244,TXN00081,PROD0174,3,3090.58,0,9271.74
ITEM00245,TXN00081,PROD0042,1,4888.76,10,4399.88
ITEM00246,TXN00081,PROD0324,2,1810.64,15,3078.09
ITEM00247,TXN00081,PROD0201,2,205.27,15,348.96
ITEM00248,TXN00082,PROD0347,3,946.34,5,2697.07
ITEM00249,TXN00082,PROD0368,2,1723.43,0,3446.86
ITEM00250,TXN00083,PROD0124,1,283.69,15,241.14
ITEM00251,TXN00083,PROD0011,1,3930.62,5,3734.09
ITEM00252,TXN00083,PROD0262,1,1523.96,10,1371.56
ITEM00253,TXN00083,PROD0423,2,1235.91,0,2471.82
ITEM00254,TXN00083,PROD0395,3,3717.85,0,11153.55
ITEM00255,TXN00084,PROD0071,1,2608.26,5,2477.85
ITEM00256,TXN00085,PROD0148,3,567.81,10,1533.09
ITEM00257,TXN00085,PROD0052,3,1047.92,5,2986.57
ITEM00258,TXN00086,PROD0370,2,4623.34,10,8322.01
ITEM00259,TXN00086,PROD0018,1,2551.74,0,2551.74
ITEM00260,TXN00086,PROD0129,2,2692.5,10,4846.5
ITEM00261,TXN00086,PROD0156,2,2367.84,10,4262.11
ITEM00262,TXN00087,PROD0459,2,3252.58,5,6179.9
ITEM00263,TXN00087,PROD0224,3,624.32,15,1592.02
ITEM00264,TXN00087,PROD0256,1,3084.63,10,2776.17
ITEM00265,TXN00087,PROD0159,3,230.23,10,621.62
ITEM00266,TXN00088,PROD0256,2,3084.63,10,5552.33
ITEM00267,TXN00088,PROD0384,1,940.24,5,893.23
ITEM00268,TXN00089,PROD0189,3,4768.24,5,13589.48
ITEM00269,TXN00089,PROD0308,1,774.03,10,696.63
ITEM00270,TXN00089,PROD0082,1,3249.16,10,2924.24
ITEM00271,TXN00090,PROD0417,2,3794.52,10,6830.14
ITEM00272,TXN00090,PROD0085,1,4891.39,10,4402.25
ITEM00273,TXN00090,PROD0341,3,776.65,0,2329.95
ITEM00274,TXN00090,PROD0316,2,2419.64,0,4839.28
ITEM00275,TXN00090,PROD0304,2,1766.5,10,3179.7
ITEM00276,TXN00091,PROD0195,3,2870.69,5,8181.47
ITEM00277,TXN00091,PROD0463,1,1359.44,0,1359.44
ITEM00278,TXN00092,PROD0470,3,1883.07,0,5649.21
ITEM00279,TXN00093,PROD0100,3,798.38,0,2395.14
ITEM00280,TXN00093,PROD0110,2,2091.9,15,3556.23
ITEM00281,TXN00093,PROD0217,3,3869.21,0,11607.63
ITEM00282,TXN00094,PROD0227,1,4555.81,15,3872.44
ITEM00283,TXN00094,PROD0495,1,3236.9,5,3075.05
ITEM00284,TXN00094,PROD0412,2,1562.25,15,2655.82
ITEM00285,TXN00095,PROD0351,2,3077.41,10,5539.34
ITEM00286,TXN00095,PROD0092,2,1171.9,10,2109.42
ITEM00287,TXN00096,PROD0416,3,4397.68,0,13193.04
ITEM00288,TXN00096,PROD0226,3,1440.61,15,3673.56
ITEM00289,TXN00096,PROD0068,1,1915.65,5,1819.87
ITEM00290,TXN00096,PROD0134,1,1092.96,15,929.02
ITEM00291,TXN00096,PROD0483,2,4910.92,15,8348.56
ITEM00292,TXN00097,PROD0156,1,2367.84,10,2131.06
ITEM00293,TXN00097,PROD0211,2,2792.42,15,4747.11
ITEM00294,TXN00097,PROD0366,2,1894.62,0,3789.24
ITEM00295,TXN00097,PROD0169,3,3337.15,15,8509.73
ITEM00296,TXN00097,PROD0454,2,4779.68,5,9081.39
ITEM00297,TXN00098,PROD0216,1,498.59,15,423.8
ITEM00298,TXN00098,PROD0229,3,691.15,0,2073.45
ITEM00299,TXN00098,PROD0499,1,3414.85,5,3244.11
ITEM00300,TXN00098,PROD0372,2,3184.2,10,5731.56
ITEM00301,TXN00099,PROD0269,3,4490.82,0,13472.46
ITEM00302,TXN00099,PROD0170,2,3383.49,10,6090.28
ITEM00303,TXN00099,PROD0257,3,3807.12,15,9708.16
ITEM00304,TXN00099,PROD0458,3,3306.99,0,9920.97
ITEM00305,TXN00099,PROD0344,3,1117.46,15,2849.52
ITEM00306,TXN00100,PROD0038,1,4017.67,15,3415.02
ITEM00307,TXN00100,PROD0458,2,3306.99,10,5952.58
ITEM00308,TXN00100,PROD0320,1,1322.17,5,1256.06
ITEM00309,TXN00100,PROD0243,1,3495.41,5,3320.64
ITEM00310,TXN00100,PROD0027,3,3145.09,0,9435.27
ITEM00311,TXN00101,PROD0473,2,470.17,5,893.32
ITEM00312,TXN00101,PROD0098,3,4193.48,5,11951.42
ITEM00313,TXN00101,PROD0379,3,4013.24,15,10233.76
ITEM00314,TXN00101,PROD0221,2,521.79,0,1043.58
ITEM00315,TXN00102,PROD0126,3,3935.75,0,11807.25
ITEM00316,TXN00102,PROD0297,1,4234.61,0,4234.61
ITEM00317,TXN00102,PROD0262,3,1523.96,10,4114.69
ITEM00318,TXN00102,PROD0145,1,4978.28,5,4729.37
ITEM00319,TXN00102,PROD0111,2,1644.15,10,2959.47
ITEM00320,TXN00103,PROD0448,1,1098.81,5,1043.87
ITEM00321,TXN00103,PROD0086,3,3049.81,15,7777.02
ITEM00322,TXN00104,PROD0281,1,2883.48,15,2450.96
ITEM00323,TXN00104,PROD0402,1,3932.44,0,3932.44
ITEM00324,TXN00104,PROD0428,1,3758.46,5,3570.54
ITEM00325,TXN00105,PROD0456,1,2173.91,10,1956.52
ITEM00326,TXN00105,PROD0147,2,2588.29,10,4658.92
ITEM00327,TXN00105,PROD0149,1,3698.96,5,3514.01
ITEM00328,TXN00106,PROD0053,1,2082.33,15,1769.98
ITEM00329,TXN00106,PROD0461,2,1803.88,0,3607.76
ITEM00330,TXN00106,PROD0195,2,2870.69,10,5167.24
ITEM00331,TXN00106,PROD0013,1,3505.83,15,2979.96
ITEM00332,TXN00106,PROD0311,1,2591.39,5,2461.82
ITEM00333,TXN00107,PROD0035,1,541.11,10,487.0
ITEM00334,TXN00107,PROD0201,3,205.27,0,615.81
ITEM00335,TXN00107,PROD0494,1,2236.52,10,2012.87
ITEM00336,TXN00107,PROD0058,3,2260.42,10,6103.13
ITEM00337,TXN00108,PROD0009,2,2348.75,15,3992.88
ITEM00338,TXN00108,PROD0470,3,1883.07,0,5649.21
ITEM00339,TXN00108,PROD0330,2,513.55,0,1027.1
ITEM00340,TXN00108,PROD0211,3,2792.42,15,7120.67
ITEM00341,TXN00109,PROD0282,3,3819.37,0,11458.11
ITEM00342,TXN00109,PROD0058,2,2260.42,0,4520.84
ITEM00343,TXN00109,PROD0382,1,860.96,5,817.91
ITEM00344,TXN00110,PROD0090,2,949.05,0,1898.1
ITEM00345,TXN00111,PROD0498,3,815.81,10,2202.69
ITEM00346,TXN00111,PROD0214,3,1396.2,15,3560.31
ITEM00347,TXN00111,PROD0272,1,4204.09,15,3573.48
ITEM00348,TXN00111,PROD0053,2,2082.33,0,4164.66
ITEM00349,TXN00111,PROD0029,2,4447.71,0,8895.42
ITEM00350,TXN00112,PROD0177,3,893.8,0,2681.4
ITEM00351,TXN00113,PROD0019,1,987.82,15,839.65
ITEM00352,TXN00113,PROD0253,2,4653.68,0,9307.36
ITEM00353,TXN00113,PROD0321,2,3571.69,15,6071.87
ITEM00354,TXN00113,PROD0094,1,1092.03,15,928.23
ITEM00355,TXN00114,PROD0486,3,2880.03,10,7776.08
ITEM00356,TXN00114,PROD0321,1,3571.69,10,3214.52
ITEM00357,TXN00114,PROD0290,1,806.31,5,765.99
ITEM00358,TXN00114,PROD0491,3,3568.73,0,10706.19
ITEM00359,TXN00114,PROD0303,1,485.59,0,485.59
ITEM00360,TXN00115,PROD0097,3,395.21,5,1126.35
ITEM00361,TXN00116,PROD0237,1,4690.51,0,4690.51
ITEM00362,TXN00116,PROD0227,1,4555.81,15,3872.44
ITEM00363,TXN00116,PROD0327,3,1419.35,0,4258.05
ITEM00364,TXN00116,PROD0278,2,704.34,5,1338.25
ITEM00365,TXN00117,PROD0081,3,3900.58,15,9946.48
ITEM00366,TXN00117,PROD0187,3,3359.56,10,9070.81
ITEM00367,TXN00117,PROD0141,2,3632.99,0,7265.98
ITEM00368,TXN00118,PROD0077,2,1037.53,5,1971.31
ITEM00369,TXN00118,PROD0143,2,604.63,0,1209.26
ITEM00370,TXN00118,PROD0054,1,4368.15,5,4149.74
ITEM00371,TXN00118,PROD0482,3,3825.33,5,10902.19
ITEM00372,TXN00118,PROD0370,1,4623.34,10,4161.01
ITEM00373,TXN00119,PROD0175,3,3063.62,10,8271.77
ITEM00374,TXN00120,PROD0321,2,3571.69,5,6786.21
ITEM00375,TXN00121,PROD0169,2,3337.15,5,6340.59
ITEM00376,TXN00122,PROD0457,3,4803.65,15,12249.31
ITEM00377,TXN00122,PROD0230,3,907.32,10,2449.76
ITEM00378,TXN00122,PROD0292,1,4653.38,10,4188.04
ITEM00379,TXN00122,PROD0390,3,3503.75,0,10511.25
ITEM00380,TXN00122,PROD0362,1,3155.04,0,3155.04
ITEM00381,TXN00123,PROD0468,2,372.68,0,745.36
ITEM00382,TXN00123,PROD0081,1,3900.58,5,3705.55
ITEM00383,TXN00123,PROD0267,1,3364.84,0,3364.84
ITEM00384,TXN00123,PROD0451,3,208.48,0,625.44
ITEM00385,TXN00123,PROD0239,3,4800.0,0,14400.0
ITEM00386,TXN00124,PROD0358,3,682.52,0,2047.56
ITEM00387,TXN00124,PROD0391,2,901.36,10,1622.45
ITEM00388,TXN00124,PROD0213,1,1855.98,5,1763.18
ITEM00389,TXN00124,PROD0153,2,475.89,15,809.01
ITEM00390,TXN00124,PROD0395,1,3717.85,0,3717.85
ITEM00391,TXN00125,PROD0007,2,591.85,5,1124.52
ITEM00392,TXN00126,PROD0490,2,4192.37,5,7965.5
ITEM00393,TXN00126,PROD0260,3,3428.99,5,9772.62
ITEM00394,TXN00126,PROD0324,1,1810.64,10,1629.58
ITEM00395,TXN00126,PROD0352,3,1607.74,0,4823.22
ITEM00396,TXN00127,PROD0489,3,3523.66,0,10570.98
ITEM00397,TXN00128,PROD0341,2,776.65,15,1320.3
ITEM00398,TXN00128,PROD0394,3,529.55,0,1588.65
ITEM00399,TXN00128,PROD0500,2,3163.13,15,5377.32
ITEM00400,TXN00128,PROD0092,2,1171.9,0,2343.8
ITEM00401,TXN00128,PROD0406,1,3414.9,10,3073.41
ITEM00402,TXN00129,PROD0350,3,2489.84,5,7096.04
ITEM00403,TXN00129,PROD0419,2,2835.59,0,5671.18
ITEM00404,TXN00129,PROD0296,3,283.6,5,808.26
ITEM00405,TXN00129,PROD0361,1,3043.63,15,2587.09
ITEM00406,TXN00130,PROD0230,1,907.32,0,907.32
ITEM00407,TXN00131,PROD0338,3,3355.59,10,9060.09
ITEM00408,TXN00131,PROD0349,3,3961.69,0,11885.07
ITEM00409,TXN00131,PROD0163,1,587.87,0,587.87
ITEM00410,TXN00131,PROD0499,1,3414.85,0,3414.85
ITEM00411,TXN00132,PROD0470,3,1883.07,10,5084.29
ITEM00412,TXN00132,PROD0001,1,4722.71,10,4250.44
ITEM00413,TXN00133,PROD0229,3,691.15,10,1866.1
ITEM00414,TXN00133,PROD0126,1,3935.75,10,3542.18
ITEM00415,TXN00133,PROD0033,3,2751.14,15,7015.41
ITEM00416,TXN00133,PROD0341,2,776.65,5,1475.63
ITEM00417,TXN00133,PROD0399,3,648.74,0,1946.22
ITEM00418,TXN00134,PROD0409,3,2509.26,10,6775.0
ITEM00419,TXN00134,PROD0363,1,3179.41,15,2702.5
ITEM00420,TXN00135,PROD0009,1,2348.75,0,2348.75
ITEM00421,TXN00135,PROD0355,3,2684.46,0,8053.38
ITEM00422,TXN00135,PROD0169,2,3337.15,10,6006.87
ITEM00423,TXN00135,PROD0338,1,3355.59,5,3187.81
ITEM00424,TXN00135,PROD0228,1,4697.42,10,4227.68
ITEM00425,TXN00136,PROD0078,2,2878.51,5,5469.17
ITEM00426,TXN00136,PROD0253,2,4653.68,15,7911.26
