item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM00059,TXN00015,PROD0473,2,2937.71,10,5287.88
ITEM00060,TXN00016,PROD0279,1,3964.25,15,3369.61
ITEM00061,TXN00016,PROD0002,2,3778.23,10,6800.81
ITEM00062,TXN00016,PROD0215,2,1495.73,15,2542.74
ITEM00063,TXN00016,PROD0070,2,277.21,5,526.7
ITEM00064,TXN00017,PROD0191,1,3288.79,10,2959.91
ITEM00065,TXN00017,PROD0340,3,2620.18,5,7467.51
ITEM00066,TXN00017,PROD0304,2,3194.1,10,5749.38
ITEM00067,TXN00017,PROD0357,3,2706.16,15,6900.71
ITEM00068,TXN00018,PROD0117,2,4581.61,5,8705.06
ITEM00069,TXN00018,PROD0185,2,4956.65,15,8426.3
ITEM00070,TXN00018,PROD0021,1,1872.85,15,1591.92
ITEM00071,TXN00019,PROD0250,1,1743.0,0,1743.0
ITEM00072,TXN00019,PROD0060,3,4960.64,10,13393.73
ITEM00073,TXN00019,PROD0389,3,219.2,0,657.6
ITEM00074,TXN00020,PROD0350,3,1604.27,15,4090.89
ITEM00075,TXN00020,PROD0244,1,2655.7,5,2522.91
ITEM00076,TXN00020,PROD0479,2,1728.09,10,3110.56
ITEM00077,TXN00021,PROD0307,1,4849.69,0,4849.69
ITEM00078,TXN00021,PROD0387,3,4255.8,0,12767.4
ITEM00079,TXN00021,PROD0078,2,2969.31,0,5938.62
ITEM00080,TXN00021,PROD0024,1,4362.33,0,4362.33
ITEM00081,TXN00021,PROD0427,3,1090.36,5,3107.53
ITEM00082,TXN00022,PROD0300,3,1896.79,15,4836.81
ITEM00083,TXN00023,PROD0108,1,556.79,5,528.95
ITEM00084,TXN00023,PROD0102,3,1148.74,10,3101.6
ITEM00085,TXN00024,PROD0045,3,3365.99,10,9088.17
ITEM00086,TXN00024,PROD0364,3,1243.72,5,3544.6
ITEM00087,TXN00025,PROD0269,3,4672.31,0,14016.93
ITEM00088,TXN00025,PROD0294,3,2936.19,5,8368.14
ITEM00089,TXN00025,PROD0403,2,600.94,10,1081.69
ITEM00090,TXN00026,PROD0316,3,4505.99,0,13517.97
ITEM00091,TXN00027,PROD0258,3,1425.98,15,3636.25
ITEM00092,TXN00027,PROD0382,1,947.05,15,804.99
ITEM00093,TXN00027,PROD0499,1,529.62,10,476.66
ITEM00094,TXN00027,PROD0110,2,949.87,0,1899.74
ITEM00095,TXN00027,PROD0145,2,841.87,15,1431.18
ITEM00096,TXN00028,PROD0251,3,1478.19,0,4434.57
ITEM00097,TXN00029,PROD0465,3,3615.67,0,10847.01
ITEM00098,TXN00029,PROD0030,1,4860.92,15,4131.78
ITEM00099,TXN00029,PROD0049,2,3564.02,15,6058.83
ITEM00100,TXN00030,PROD0011,2,3654.25,15,6212.22
ITEM00101,TXN00030,PROD0347,1,1631.45,10,1468.31
ITEM00102,TXN00031,PROD0014,2,497.7,10,895.86
ITEM00103,TXN00031,PROD0464,1,2925.99,5,2779.69
ITEM00104,TXN00031,PROD0140,2,2333.76,0,4667.52
ITEM00105,TXN00032,PROD0449,3,4691.7,5,13371.34
ITEM00106,TXN00032,PROD0474,1,4961.59,5,4713.51
ITEM00107,TXN00032,PROD0352,3,1882.87,5,5366.18
ITEM00108,TXN00033,PROD0147,1,4285.53,10,3856.98
ITEM00109,TXN00033,PROD0411,3,1379.77,15,3518.41
ITEM00110,TXN00034,PROD0247,1,1670.16,0,1670.16
ITEM00111,TXN00034,PROD0426,3,4083.76,15,10413.59
ITEM00112,TXN00034,PROD0218,3,4963.92,10,13402.58
ITEM00113,TXN00034,PROD0113,1,830.21,15,705.68
ITEM00114,TXN00034,PROD0051,1,397.84,10,358.06
ITEM00115,TXN00035,PROD0279,1,3964.25,0,3964.25
ITEM00116,TXN00035,PROD0233,2,481.96,5,915.72
ITEM00117,TXN00035,PROD0245,2,835.52,15,1420.38
ITEM00118,TXN00036,PROD0232,2,1480.27,10,2664.49
ITEM00119,TXN00037,PROD0023,2,2092.22,0,4184.44
ITEM00120,TXN00037,PROD0341,2,1819.85,0,3639.7
ITEM00121,TXN00037,PROD0403,3,600.94,15,1532.4
ITEM00122,TXN00037,PROD0156,1,531.56,15,451.83
ITEM00123,TXN00037,PROD0047,3,4031.59,5,11490.03
ITEM00124,TXN00038,PROD0096,2,4712.97,15,8012.05
ITEM00125,TXN00039,PROD0013,3,2786.21,15,7104.84
ITEM00126,TXN00039,PROD0443,3,985.31,5,2808.13
ITEM00127,TXN00039,PROD0372,3,1399.55,5,3988.72
ITEM00128,TXN00039,PROD0153,3,3544.49,5,10101.8
ITEM00129,TXN00039,PROD0053,1,3373.69,10,3036.32
ITEM00130,TXN00040,PROD0305,2,2660.73,10,4789.31
ITEM00131,TXN00040,PROD0383,2,374.69,5,711.91
ITEM00132,TXN00040,PROD0458,2,3971.64,15,6751.79
ITEM00133,TXN00040,PROD0404,1,4359.9,0,4359.9
ITEM00134,TXN00040,PROD0377,2,3378.7,0,6757.4
ITEM00135,TXN00041,PROD0270,2,2511.85,0,5023.7
ITEM00136,TXN00041,PROD0365,3,483.84,0,1451.52
ITEM00137,TXN00041,PROD0444,1,4756.03,10,4280.43
ITEM00138,TXN00041,PROD0070,2,277.21,15,471.26
ITEM00139,TXN00042,PROD0419,2,4028.99,10,7252.18
ITEM00140,TXN00042,PROD0384,1,1476.14,10,1328.53
ITEM00141,TXN00042,PROD0468,1,1637.84,0,1637.84
ITEM00142,TXN00042,PROD0253,2,3884.29,0,7768.58
ITEM00143,TXN00042,PROD0302,3,729.35,5,2078.65
ITEM00144,TXN00043,PROD0306,1,4015.65,0,4015.65
ITEM00145,TXN00043,PROD0224,2,3061.51,10,5510.72
ITEM00146,TXN00043,PROD0161,1,4504.54,15,3828.86
ITEM00147,TXN00043,PROD0305,2,2660.73,10,4789.31
ITEM00148,TXN00043,PROD0142,1,2570.42,5,2441.9
ITEM00149,TXN00044,PROD0386,1,4712.94,5,4477.29
ITEM00150,TXN00044,PROD0078,2,2969.31,0,5938.62
ITEM00151,TXN00044,PROD0148,1,236.52,5,224.69
ITEM00152,TXN00044,PROD0155,2,3555.28,15,6043.98
ITEM00153,TXN00045,PROD0286,1,1111.81,5,1056.22
ITEM00154,TXN00045,PROD0065,2,1365.05,5,2593.59
ITEM00155,TXN00045,PROD0324,1,2654.63,10,2389.17
ITEM00156,TXN00045,PROD0352,2,1882.87,5,3577.45
ITEM00157,TXN00046,PROD0105,2,2487.21,10,4476.98
ITEM00158,TXN00046,PROD0016,3,659.42,0,1978.26
ITEM00159,TXN00046,PROD0341,1,1819.85,5,1728.86
ITEM00160,TXN00046,PROD0280,2,4690.93,5,8912.77
ITEM00161,TXN00046,PROD0126,1,1818.45,15,1545.68
ITEM00162,TXN00047,PROD0489,3,3212.66,10,8674.18
ITEM00163,TXN00047,PROD0419,2,4028.99,15,6849.28
ITEM00164,TXN00047,PROD0103,1,1520.0,5,1444.0
ITEM00165,TXN00047,PROD0321,3,3887.54,15,9913.23
ITEM00166,TXN00047,PROD0284,2,3661.75,10,6591.15
ITEM00167,TXN00048,PROD0338,3,4084.97,5,11642.16
ITEM00168,TXN00048,PROD0196,1,3738.73,5,3551.79
ITEM00169,TXN00048,PROD0256,1,1150.97,0,1150.97
ITEM00170,TXN00049,PROD0342,3,344.71,15,879.01
ITEM00171,TXN00049,PROD0184,3,1797.64,5,5123.27
ITEM00172,TXN00050,PROD0190,1,2257.3,10,2031.57
ITEM00173,TXN00050,PROD0301,1,2378.35,0,2378.35
ITEM00174,TXN00050,PROD0209,1,1790.77,10,1611.69
ITEM00175,TXN00050,PROD0442,3,4851.78,10,13099.81
ITEM00176,TXN00050,PROD0210,3,3576.08,10,9655.42
ITEM00177,TXN00051,PROD0484,3,997.4,0,2992.2
ITEM00178,TXN00051,PROD0297,1,2580.57,0,2580.57
ITEM00179,TXN00051,PROD0176,1,2561.44,10,2305.3
ITEM00180,TXN00051,PROD0166,1,4254.57,5,4041.84
ITEM00181,TXN00051,PROD0469,3,4418.71,10,11930.52
ITEM00182,TXN00052,PROD0330,1,3143.15,15,2671.68
ITEM00183,TXN00052,PROD0388,1,3214.12,10,2892.71
ITEM00184,TXN00052,PROD0417,2,621.79,0,1243.58
ITEM00185,TXN00053,PROD0137,3,2416.17,5,6886.08
ITEM00186,TXN00053,PROD0098,3,1720.76,0,5162.28
ITEM00187,TXN00053,PROD0202,2,3082.61,5,5856.96
ITEM00188,TXN00053,PROD0078,2,2969.31,10,5344.76
ITEM00189,TXN00054,PROD0200,3,3958.86,0,11876.58
ITEM00190,TXN00054,PROD0478,2,271.59,0,543.18
ITEM00191,TXN00055,PROD0367,2,2596.07,5,4932.53
ITEM00192,TXN00055,PROD0452,2,2110.23,0,4220.46
ITEM00193,TXN00055,PROD0246,2,4190.69,0,8381.38
ITEM00194,TXN00055,PROD0072,1,3834.84,0,3834.84
ITEM00195,TXN00056,PROD0491,2,4199.2,0,8398.4
ITEM00196,TXN00056,PROD0327,3,1275.86,0,3827.58
ITEM00197,TXN00057,PROD0255,2,4519.52,15,7683.18
ITEM00198,TXN00057,PROD0048,1,4361.18,15,3707.0
ITEM00199,TXN00057,PROD0251,3,1478.19,15,3769.38
ITEM00200,TXN00058,PROD0043,3,1144.01,0,3432.03
ITEM00201,TXN00058,PROD0270,3,2511.85,15,6405.22
ITEM00202,TXN00059,PROD0311,2,4486.17,10,8075.11
ITEM00203,TXN00059,PROD0107,3,1736.28,5,4948.4
ITEM00204,TXN00060,PROD0239,1,3132.98,5,2976.33
ITEM00205,TXN00060,PROD0361,2,4952.53,10,8914.55
ITEM00206,TXN00060,PROD0334,1,576.46,10,518.81
ITEM00207,TXN00061,PROD0170,2,2822.44,10,5080.39
ITEM00208,TXN00062,PROD0276,2,3505.69,5,6660.81
ITEM00209,TXN00062,PROD0018,2,4407.44,15,7492.65
ITEM00210,TXN00062,PROD0025,2,730.75,15,1242.27
ITEM00211,TXN00062,PROD0119,1,3229.07,5,3067.62
ITEM00212,TXN00063,PROD0121,1,4810.13,15,4088.61
ITEM00213,TXN00063,PROD0320,2,667.19,15,1134.22
ITEM00214,TXN00063,PROD0063,1,592.5,5,562.88
ITEM00215,TXN00064,PROD0178,2,905.99,15,1540.18
ITEM00216,TXN00065,PROD0235,3,2012.1,5,5734.48
ITEM00217,TXN00066,PROD0265,1,419.95,15,356.96
ITEM00218,TXN00066,PROD0280,1,4690.93,0,4690.93
ITEM00219,TXN00066,PROD0483,1,4526.24,10,4073.62
ITEM00220,TXN00066,PROD0071,3,4196.65,10,11330.95
ITEM00221,TXN00067,PROD0230,3,4198.87,10,11336.95
ITEM00222,TXN00067,PROD0199,3,4947.3,10,13357.71
ITEM00223,TXN00068,PROD0488,2,3221.93,0,6443.86
ITEM00224,TXN00069,PROD0075,1,2903.44,5,2758.27
ITEM00225,TXN00069,PROD0247,2,1670.16,10,3006.29
ITEM00226,TXN00069,PROD0483,1,4526.24,10,4073.62
ITEM00227,TXN00069,PROD0388,1,3214.12,10,2892.71
ITEM00228,TXN00070,PROD0250,2,1743.0,0,3486.0
ITEM00229,TXN00071,PROD0460,2,1173.34,10,2112.01
ITEM00230,TXN00071,PROD0171,2,3633.36,5,6903.38
ITEM00231,TXN00071,PROD0498,3,2412.84,15,6152.74
ITEM00232,TXN00072,PROD0437,2,2494.11,10,4489.4
ITEM00233,TXN00073,PROD0191,3,3288.79,5,9373.05
ITEM00234,TXN00073,PROD0107,3,1736.28,5,4948.4
ITEM00235,TXN00073,PROD0452,1,2110.23,0,2110.23
ITEM00236,TXN00073,PROD0134,2,4690.72,5,8912.37
ITEM00237,TXN00074,PROD0032,2,678.3,0,1356.6
ITEM00238,TXN00074,PROD0475,1,2205.68,10,1985.11
ITEM00239,TXN00074,PROD0148,2,236.52,5,449.39
ITEM00240,TXN00074,PROD0473,2,2937.71,10,5287.88
ITEM00241,TXN00074,PROD0425,2,3320.43,0,6640.86
ITEM00242,TXN00075,PROD0484,3,997.4,10,2692.98
ITEM00243,TXN00075,PROD0171,3,3633.36,10,9810.07
ITEM00244,TXN00075,PROD0357,1,2706.16,15,2300.24
ITEM00245,TXN00075,PROD0381,2,2097.82,0,4195.64
ITEM00246,TXN00076,PROD0057,2,454.51,10,818.12
ITEM00247,TXN00077,PROD0361,1,4952.53,15,4209.65
ITEM00248,TXN00077,PROD0389,2,219.2,5,416.48
ITEM00249,TXN00077,PROD0271,1,4401.9,15,3741.61
ITEM00250,TXN00078,PROD0374,2,4031.87,0,8063.74
ITEM00251,TXN00079,PROD0335,3,1053.93,5,3003.7
ITEM00252,TXN00079,PROD0107,1,1736.28,10,1562.65
ITEM00253,TXN00079,PROD0027,1,2816.2,15,2393.77
ITEM00254,TXN00080,PROD0445,1,3463.95,15,2944.36
ITEM00255,TXN00080,PROD0367,3,2596.07,15,6619.98
ITEM00256,TXN00080,PROD0183,2,3968.77,15,6746.91
ITEM00257,TXN00080,PROD0191,1,3288.79,0,3288.79
ITEM00258,TXN00080,PROD0291,2,1464.23,15,2489.19
ITEM00259,TXN00081,PROD0441,1,589.46,0,589.46
ITEM00260,TXN00081,PROD0196,1,3738.73,15,3177.92
ITEM00261,TXN00082,PROD0043,3,1144.01,15,2917.23
ITEM00262,TXN00083,PROD0006,1,1071.62,10,964.46
ITEM00263,TXN00083,PROD0393,3,247.98,0,743.94
ITEM00264,TXN00083,PROD0103,1,1520.0,0,1520.0
ITEM00265,TXN00083,PROD0215,2,1495.73,15,2542.74
ITEM00266,TXN00084,PROD0013,2,2786.21,10,5015.18
ITEM00267,TXN00084,PROD0162,2,4422.3,0,8844.6
ITEM00268,TXN00085,PROD0189,3,1174.75,0,3524.25
ITEM00269,TXN00085,PROD0493,3,1421.71,5,4051.87
ITEM00270,TXN00085,PROD0422,1,2943.52,10,2649.17
ITEM00271,TXN00085,PROD0270,3,2511.85,0,7535.55
ITEM00272,TXN00085,PROD0269,3,4672.31,15,11914.39
ITEM00273,TXN00086,PROD0324,2,2654.63,0,5309.26
ITEM00274,TXN00086,PROD0481,2,4613.51,10,8304.32
ITEM00275,TXN00086,PROD0195,2,354.23,10,637.61
ITEM00276,TXN00087,PROD0024,2,4362.33,10,7852.19
ITEM00277,TXN00087,PROD0122,2,677.75,0,1355.5
ITEM00278,TXN00087,PROD0132,1,2453.39,5,2330.72
ITEM00279,TXN00088,PROD0365,1,483.84,10,435.46
ITEM00280,TXN00088,PROD0438,3,3785.99,0,11357.97
ITEM00281,TXN00089,PROD0267,2,4034.01,5,7664.62
ITEM00282,TXN00089,PROD0058,1,3190.27,10,2871.24
ITEM00283,TXN00089,PROD0097,3,2827.5,5,8058.38
ITEM00284,TXN00090,PROD0472,2,4808.22,5,9135.62
ITEM00285,TXN00090,PROD0203,2,739.0,10,1330.2
ITEM00286,TXN00091,PROD0464,2,2925.99,0,5851.98
ITEM00287,TXN00091,PROD0158,1,4123.9,15,3505.31
ITEM00288,TXN00091,PROD0050,1,936.68,0,936.68
ITEM00289,TXN00091,PROD0383,2,374.69,5,711.91
ITEM00290,TXN00091,PROD0387,3,4255.8,0,12767.4
ITEM00291,TXN00092,PROD0149,2,2631.29,10,4736.32
ITEM00292,TXN00092,PROD0489,1,3212.66,10,2891.39
ITEM00293,TXN00092,PROD0461,3,369.42,10,997.43
ITEM00294,TXN00092,PROD0376,3,3310.01,5,9433.53
ITEM00295,TXN00092,PROD0265,2,419.95,0,839.9
ITEM00296,TXN00093,PROD0488,2,3221.93,0,6443.86
ITEM00297,TXN00093,PROD0246,3,4190.69,10,11314.86
ITEM00298,TXN00093,PROD0135,3,2452.82,10,6622.61
ITEM00299,TXN00093,PROD0014,2,497.7,0,995.4
ITEM00300,TXN00093,PROD0105,3,2487.21,10,6715.47
ITEM00301,TXN00094,PROD0005,1,3588.77,0,3588.77
ITEM00302,TXN00094,PROD0368,2,815.36,5,1549.18
ITEM00303,TXN00094,PROD0128,1,2053.63,5,1950.95
ITEM00304,TXN00094,PROD0401,2,4987.76,15,8479.19
ITEM00305,TXN00095,PROD0274,3,3905.22,10,10544.09
ITEM00306,TXN00095,PROD0385,1,3603.97,15,3063.37
ITEM00307,TXN00095,PROD0318,2,1099.2,10,1978.56
ITEM00308,TXN00095,PROD0391,1,2263.93,0,2263.93
ITEM00309,TXN00096,PROD0488,2,3221.93,15,5477.28
ITEM00310,TXN00096,PROD0076,3,813.84,0,2441.52
ITEM00311,TXN00096,PROD0125,3,574.23,5,1636.56
ITEM00312,TXN00096,PROD0235,3,2012.1,5,5734.48
ITEM00313,TXN00096,PROD0454,1,4108.54,15,3492.26
ITEM00314,TXN00097,PROD0439,1,268.63,0,268.63
ITEM00315,TXN00097,PROD0487,2,3442.86,0,6885.72
ITEM00316,TXN00097,PROD0244,3,2655.7,15,6772.03
ITEM00317,TXN00098,PROD0071,2,4196.65,5,7973.63
ITEM00318,TXN00098,PROD0164,3,403.97,0,1211.91
ITEM00319,TXN00099,PROD0314,1,3351.52,5,3183.94
ITEM00320,TXN00100,PROD0405,1,3374.37,15,2868.21
ITEM00321,TXN00101,PROD0419,1,4028.99,15,3424.64
ITEM00322,TXN00102,PROD0107,3,1736.28,0,5208.84
ITEM00323,TXN00103,PROD0470,1,4530.85,5,4304.31
ITEM00324,TXN00103,PROD0385,1,3603.97,15,3063.37
ITEM00325,TXN00103,PROD0068,2,1744.06,15,2964.9
ITEM00326,TXN00104,PROD0062,3,352.81,15,899.67
ITEM00327,TXN00104,PROD0437,2,2494.11,5,4738.81
ITEM00328,TXN00104,PROD0193,2,376.4,15,639.88
ITEM00329,TXN00105,PROD0353,1,1580.73,15,1343.62
ITEM00330,TXN00105,PROD0130,1,3388.06,10,3049.25
ITEM00331,TXN00105,PROD0077,3,930.93,15,2373.87
ITEM00332,TXN00105,PROD0299,1,4468.93,15,3798.59
ITEM00333,TXN00105,PROD0317,2,1322.45,15,2248.16
ITEM00334,TXN00106,PROD0494,3,429.11,0,1287.33
ITEM00335,TXN00106,PROD0206,3,4142.48,5,11806.07
ITEM00336,TXN00107,PROD0186,1,4761.48,0,4761.48
ITEM00337,TXN00108,PROD0362,2,3351.62,5,6368.08
ITEM00338,TXN00108,PROD0384,2,1476.14,15,2509.44
ITEM00339,TXN00108,PROD0388,1,3214.12,5,3053.41
ITEM00340,TXN00108,PROD0298,2,4344.77,10,7820.59
ITEM00341,TXN00108,PROD0057,2,454.51,15,772.67
ITEM00342,TXN00109,PROD0327,3,1275.86,15,3253.44
ITEM00343,TXN00110,PROD0309,3,3857.53,15,9836.7
ITEM00344,TXN00110,PROD0451,2,1193.83,0,2387.66
ITEM00345,TXN00110,PROD0146,2,2481.4,0,4962.8
ITEM00346,TXN00111,PROD0458,3,3971.64,5,11319.17
ITEM00347,TXN00111,PROD0409,1,1234.6,15,1049.41
ITEM00348,TXN00111,PROD0187,1,235.71,15,200.35
ITEM00349,TXN00111,PROD0107,3,1736.28,10,4687.96
ITEM00350,TXN00111,PROD0336,3,4607.78,0,13823.34
ITEM00351,TXN00112,PROD0178,1,905.99,10,815.39
ITEM00352,TXN00112,PROD0008,2,749.55,10,1349.19
ITEM00353,TXN00112,PROD0463,1,319.53,10,287.58
ITEM00354,TXN00112,PROD0286,3,1111.81,10,3001.89
ITEM00355,TXN00113,PROD0439,3,268.63,5,765.6
ITEM00356,TXN00114,PROD0276,3,3505.69,10,9465.36
ITEM00357,TXN00114,PROD0260,2,4861.01,15,8263.72
ITEM00358,TXN00114,PROD0453,1,2145.52,0,2145.52
ITEM00359,TXN00115,PROD0470,1,4530.85,10,4077.77
ITEM00360,TXN00115,PROD0049,1,3564.02,15,3029.42
ITEM00361,TXN00115,PROD0102,2,1148.74,10,2067.73
ITEM00362,TXN00116,PROD0319,1,3302.28,5,3137.17
ITEM00363,TXN00116,PROD0432,1,1902.16,10,1711.94
ITEM00364,TXN00116,PROD0385,3,3603.97,10,9730.72
ITEM00365,TXN00116,PROD0169,3,559.52,10,1510.7
ITEM00366,TXN00117,PROD0073,3,4195.09,5,11956.01
ITEM00367,TXN00117,PROD0016,3,659.42,10,1780.43
ITEM00368,TXN00117,PROD0431,2,1747.9,0,3495.8
ITEM00369,TXN00117,PROD0211,1,2813.2,15,2391.22
ITEM00370,TXN00118,PROD0457,3,2717.58,10,7337.47
ITEM00371,TXN00118,PROD0352,2,1882.87,15,3200.88
ITEM00372,TXN00118,PROD0446,2,4189.61,5,7960.26
ITEM00373,TXN00118,PROD0153,3,3544.49,10,9570.12
ITEM00374,TXN00119,PROD0119,2,3229.07,0,6458.14
ITEM00375,TXN00119,PROD0158,2,4123.9,0,8247.8
ITEM00376,TXN00119,PROD0369,1,4453.65,0,4453.65
ITEM00377,TXN00119,PROD0400,1,629.84,15,535.36
ITEM00378,TXN00119,PROD0134,1,4690.72,15,3987.11
ITEM00379,TXN00120,PROD0275,2,3049.74,10,5489.53
ITEM00380,TXN00120,PROD0367,1,2596.07,10,2336.46
ITEM00381,TXN00120,PROD0384,1,1476.14,10,1328.53
ITEM00382,TXN00120,PROD0151,3,2490.08,0,7470.24
ITEM00383,TXN00120,PROD0146,1,2481.4,0,2481.4
ITEM00384,TXN00121,PROD0500,1,1004.73,15,854.02
ITEM00385,TXN00122,PROD0007,2,4085.14,0,8170.28
ITEM00386,TXN00122,PROD0440,2,2287.87,5,4346.95
ITEM00387,TXN00122,PROD0323,1,250.29,15,212.75
ITEM00388,TXN00123,PROD0232,3,1480.27,0,4440.81
ITEM00389,TXN00124,PROD0134,1,4690.72,15,3987.11
ITEM00390,TXN00125,PROD0487,3,3442.86,15,8779.29
ITEM00391,TXN00125,PROD0462,1,3403.85,5,3233.66
ITEM00392,TXN00125,PROD0422,3,2943.52,15,7505.98
ITEM00393,TXN00126,PROD0397,1,4615.2,15,3922.92
ITEM00394,TXN00127,PROD0085,3,2322.09,15,5921.33
ITEM00395,TXN00127,PROD0106,3,1921.17,5,5475.33
ITEM00396,TXN00127,PROD0328,1,2826.81,0,2826.81
ITEM00397,TXN00127,PROD0139,1,2705.04,10,2434.54
ITEM00398,TXN00127,PROD0464,3,2925.99,15,7461.27
ITEM00399,TXN00128,PROD0414,3,4962.56,0,14887.68
ITEM00400,TXN00128,PROD0136,3,3423.69,5,9757.52
ITEM00401,TXN00128,PROD0252,1,1509.7,15,1283.25
ITEM00402,TXN00128,PROD0170,3,2822.44,10,7620.59
ITEM00403,TXN00129,PROD0474,2,4961.59,0,9923.18
ITEM00404,TXN00129,PROD0280,1,4690.93,10,4221.84
ITEM00405,TXN00129,PROD0332,1,4445.66,0,4445.66
ITEM00406,TXN00129,PROD0095,2,1330.86,5,2528.63
ITEM00407,TXN00129,PROD0146,3,2481.4,15,6327.57
ITEM00408,TXN00130,PROD0180,2,221.66,15,376.82
ITEM00409,TXN00131,PROD0178,1,905.99,0,905.99
ITEM00410,TXN00132,PROD0490,2,621.08,5,1180.05
ITEM00411,TXN00132,PROD0331,2,4045.27,0,8090.54
ITEM00412,TXN00133,PROD0257,2,1268.15,0,2536.3
ITEM00413,TXN00134,PROD0002,1,3778.23,0,3778.23
ITEM00414,TXN00134,PROD0202,1,3082.61,0,3082.61
ITEM00415,TXN00134,PROD0084,1,3729.04,15,3169.68
ITEM00416,TXN00134,PROD0209,1,1790.77,10,1611.69
ITEM00417,TXN00135,PROD0370,2,2800.6,0,5601.2
ITEM00418,TXN00135,PROD0141,2,2040.64,0,4081.28
ITEM00419,TXN00135,PROD0172,3,3100.97,15,7907.47
ITEM00420,TXN00136,PROD0225,2,925.85,15,1573.94
ITEM00421,TXN00136,PROD0152,2,3283.42,5,6238.5
ITEM00422,TXN00136,PROD0216,1,2723.3,10,2450.97
ITEM00423,TXN00136,PROD0377,3,3378.7,10,9122.49
ITEM00424,TXN00136,PROD0354,1,1699.95,0,1699.95
ITEM00425,TXN00137,PROD0461,1,369.42,10,332.48
ITEM00426,TXN00137,PROD0107,1,1736.28,0,1736.28
